,Unnamed: 0,Name,Company,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(km/kg),Engine(cc),Power(bhp),Seats,Price(in Lakh)
1772,1809,Mercedes-Benz M-Class ML,Mercedes-Benz,Hyderabad,2012,83000,Diesel,Automatic,First,11.74,2987,254.8,5,36
1773,1810,Hyundai Xcent 1.1,Hyundai,Pune,2015,58000,Diesel,Manual,First,24.4,1120,71,5,5.5
1774,1811,Honda Accord 2.4,Honda,Kochi,2011,62332,Petrol,Automatic,First,11.7,2354,177.6,5,5.89
1775,1812,Volkswagen Vento 1.5,Volkswagen,Kochi,2016,50867,Diesel,Manual,First,20.34,1498,103.2,5,7.95
1776,1813,Hyundai i20 Sportz,Hyundai,Mumbai,2010,73000,Petrol,Manual,First,17,1197,80,5,2.75
1777,1814,Hyundai Elantra CRDi,Hyundai,Jaipur,2012,98008,Diesel,Manual,First,22.7,1582,126.24,5,6.25
1778,1815,Ford Figo Diesel,Ford,Hyderabad,2015,36000,Diesel,Manual,First,20,1399,68.05,5,4.95
1779,1816,Hyundai i20 1.2,Hyundai,Kochi,2019,27339,Petrol,Manual,First,18.6,1197,81.83,5,6.27
1780,1817,Hyundai Verna 1.6,Hyundai,Kolkata,2017,25000,Diesel,Manual,First,23.9,1582,126.2,5,8.65
1781,1818,Hyundai Grand i10,Hyundai,Kolkata,2014,37000,Petrol,Manual,First,18.9,1197,82,5,3.5
1782,1819,Audi Q5 2.0,Audi,Hyderabad,2015,56000,Diesel,Automatic,First,14.16,1968,174.3,5,35
1783,1820,Maruti Swift Dzire,Maruti,Kolkata,2015,27000,Petrol,Manual,First,17.5,1298,85.8,5,4.45
1784,1821,Hyundai i20 Magna,Hyundai,Kolkata,2012,37000,Petrol,Manual,First,18.5,1197,80,5,2.65
1785,1822,Mahindra KUV 100,Mahindra,Kolkata,2017,10500,Diesel,Manual,First,25.32,1198,77,5,4.7
1786,1823,Hyundai Elantra 1.6,Hyundai,Ahmedabad,2014,49000,Diesel,Automatic,First,18.23,1582,126.2,5,8.9
1787,1824,Jeep Compass 2.0,Jeep,Mumbai,2017,7000,Diesel,Manual,First,17.1,1956,170,5,17.45
1788,1825,Maruti Vitara Brezza,Maruti,Coimbatore,2017,71256,Diesel,Manual,First,24.3,1248,88.5,5,9.58
1789,1826,Toyota Corolla Altis,Toyota,Kochi,2012,83184,Petrol,Manual,First,14.28,1798,138.03,5,6.22
1790,1827,Mahindra XUV500 W8,Mahindra,Kolkata,2013,87284,Diesel,Manual,First,15.1,2179,140,7,7.8
1791,1828,BMW X1 xDrive,BMW,Mumbai,2016,7000,Diesel,Automatic,First,20.68,1995,190,5,27.75
1792,1829,Hyundai i20 Magna,Hyundai,Pune,2015,29000,Diesel,Manual,Second,22.54,1396,88.73,5,7
1793,1830,Mercedes-Benz GLE 350d,Mercedes-Benz,Coimbatore,2017,33552,Diesel,Automatic,First,11.57,2987,254.79,5,64.87
1794,1831,Chevrolet Cruze LTZ,Chevrolet,Bangalore,2013,64000,Diesel,Manual,Second,17.3,1998,163.7,5,6.5
1795,1832,Hyundai i20 1.2,Hyundai,Jaipur,2011,82000,Petrol,Manual,Second,18.5,1197,80,5,2.7
1796,1833,Honda Brio S,Honda,Mumbai,2012,70000,Petrol,Manual,Second,19.4,1198,86.8,5,2.5
1797,1834,Nissan Evalia 2013,Nissan,Hyderabad,2013,166194,Diesel,Manual,First,19.3,1461,84.8,7,3.9
1798,1835,Volkswagen Polo Petrol,Volkswagen,Delhi,2015,58000,Petrol,Manual,First,16.47,1198,73.9,5,3.95
1799,1836,Hyundai i10 Sportz,Hyundai,Chennai,2010,77000,Petrol,Manual,Second,20.36,1197,78.9,5,2.1
1800,1837,Chevrolet Cruze LTZ,Chevrolet,Pune,2009,73204,Diesel,Automatic,Third,18.1,1991,147.9,4,3.5
1801,1838,Hyundai i10 Era,Hyundai,Hyderabad,2007,70000,Petrol,Manual,Second,19.81,1086,68.05,5,2
1802,1839,Maruti Ertiga VDI,Maruti,Delhi,2014,79870,Diesel,Manual,First,20.77,1248,88.76,7,5.35
1803,1840,Honda Amaze S,Honda,Delhi,2013,90000,Diesel,Manual,First,25.8,1498,98.6,5,3.8
1804,1841,Mercedes-Benz A Class,Mercedes-Benz,Mumbai,2016,17000,Petrol,Automatic,First,15.5,1595,122,5,17.25
1805,1842,Hyundai Grand i10,Hyundai,Kochi,2018,46493,Petrol,Manual,First,18.9,1197,81.86,5,5.53
1806,1843,Hyundai i10 Sportz,Hyundai,Pune,2009,68000,Petrol,Manual,Third,20.36,1197,78.9,5,1.95
1807,1844,Maruti Swift DDiS,Maruti,Hyderabad,2017,2000,Diesel,Manual,First,28.4,1248,74,5,8.2
1808,1845,Honda City 1.3,Honda,Pune,1999,140000,Petrol,Manual,First,13,1343,90,5,0.9
1809,1846,Toyota Innova 2.5,Toyota,Pune,2013,255000,Diesel,Manual,Third,12.99,2494,100.6,7,6.5
1810,1847,Mini Cooper Countryman,Mini,Coimbatore,2014,45535,Diesel,Automatic,First,23.8,1998,112,5,19.41
1811,1848,Fiat Linea T-Jet,Fiat,Coimbatore,2016,39228,Petrol,Manual,First,15.7,1368,112.4,5,6.58
1812,1849,Chevrolet Aveo 1.4,Chevrolet,Mumbai,2011,57000,Petrol,Manual,Second,14.49,1399,92.7,5,2.1
1813,1850,Hyundai i10 Era,Hyundai,Chennai,2008,85445,Petrol,Manual,Second,19.81,1086,68.05,5,2
1814,1851,Hyundai Xcent 1.1,Hyundai,Delhi,2015,54000,Diesel,Manual,First,24.4,1120,71,5,3.7
1815,1852,Maruti Celerio VXI,Maruti,Mumbai,2014,53000,Petrol,Automatic,First,23.1,998,67.04,5,3.8
1816,1853,Hyundai i10 Sportz,Hyundai,Jaipur,2014,60000,Petrol,Manual,First,20.36,1197,78.9,5,3.25
1817,1854,Renault Duster 85PS,Renault,Coimbatore,2015,65668,Diesel,Manual,First,19.87,1461,83.8,5,5.53
1818,1855,BMW 3 Series,BMW,Ahmedabad,2011,100000,Diesel,Automatic,Second,22.69,1995,190,5,10.9
1819,1856,Hyundai Grand i10,Hyundai,Kolkata,2018,1800,Petrol,Manual,First,18.9,1197,82,5,5.1
1820,1858,Chevrolet Spark 1.0,Chevrolet,Pune,2009,44200,Petrol,Manual,Second,18,995,62,5,1.6
1821,1859,Honda City i,Honda,Ahmedabad,2018,14000,Petrol,Manual,First,17.4,1497,117.3,5,11.25
1822,1860,Volkswagen Vento Diesel,Volkswagen,Chennai,2013,720000,Diesel,Manual,First,20.54,1598,103.6,5,5.9
1823,1861,Toyota Fortuner 4x2,Toyota,Delhi,2012,73000,Diesel,Automatic,First,11.5,2982,169,7,14.4
1824,1862,Honda City 1.5,Honda,Delhi,2011,68000,Petrol,Manual,First,17,1497,118,5,3.6
1825,1863,BMW 5 Series,BMW,Jaipur,2017,19543,Diesel,Automatic,First,18.12,1995,190,5,40.5
1826,1864,Audi Q5 30,Audi,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5,38.95
1827,1865,Maruti Ritz LDi,Maruti,Delhi,2014,32805,Diesel,Manual,First,23.2,1248,73.94,5,3.6
1828,1866,Volkswagen Vento 1.5,Volkswagen,Kochi,2016,44782,Diesel,Automatic,First,21.21,1498,103.2,5,7.12
1829,1867,Honda City i,Honda,Kochi,2016,55700,Diesel,Manual,First,26,1498,98.6,5,7.52
1830,1868,Audi A4 New,Audi,Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.35
1831,1869,Skoda Rapid 1.6,Skoda,Hyderabad,2014,56000,Petrol,Manual,First,15,1598,103.52,5,7
1832,1870,Toyota Fortuner 3.0,Toyota,Delhi,2011,60000,Diesel,Manual,First,11.5,2982,171,7,10.85
1833,1871,Chevrolet Optra Magnum,Chevrolet,Mumbai,2010,78563,Diesel,Manual,First,16.52,1991,123.7,5,2.35
1834,1872,Maruti Eeco 7,Maruti,Mumbai,2014,34669,Petrol,Manual,First,15.1,1196,73,7,2.9
1835,1873,Maruti Ciaz ZXi,Maruti,Delhi,2017,17000,Petrol,Manual,First,20.73,1373,91.1,5,7.65
1836,1874,Maruti Ciaz VDi,Maruti,Delhi,2016,66000,Diesel,Manual,First,28.09,1248,88.5,5,6.4
1837,1875,Toyota Innova 2.5,Toyota,Pune,2014,102418,Diesel,Manual,First,12.99,2494,100.6,7,10.1
1838,1876,Maruti Swift Dzire,Maruti,Kolkata,2014,48800,Petrol,Manual,First,19.1,1197,85.8,5,4.25
1839,1877,Toyota Innova Crysta,Toyota,Kochi,2019,10601,Diesel,Automatic,First,11.36,2755,171.5,7,19.65
1840,1878,Tata Indica V2,Tata,Pune,2017,8200,Diesel,Manual,First,25,1396,69,5,4.4
1841,1879,Hyundai i20 Magna,Hyundai,Jaipur,2012,100000,Petrol,Manual,First,18.5,1197,82.85,5,3.25
1842,1880,Ford Fiesta 1.4,Ford,Pune,2012,78000,Diesel,Manual,First,17.8,1399,68,5,2.8
1843,1881,Chevrolet Enjoy 1.3,Chevrolet,Kolkata,2015,50000,Diesel,Manual,First,18.2,1248,73.74,8,4.3
1844,1882,Ford Fiesta 1.4,Ford,Chennai,2006,89327,Diesel,Manual,Third,17.8,1399,68,5,1.55
1845,1883,Honda CR-V 2.4,Honda,Chennai,2007,98000,Petrol,Manual,Second,10.8,2354,152,5,4.7
1846,1884,Honda Jazz 1.2,Honda,Kochi,2017,24700,Petrol,Manual,First,18.7,1199,88.7,5,7.07
1847,1885,Mercedes-Benz GLS 350d,Mercedes-Benz,Delhi,2018,6000,Diesel,Automatic,First,11,2987,258,7,79
1848,1886,Hyundai Grand i10,Hyundai,Delhi,2018,9434,Petrol,Manual,First,18.9,1197,81.86,5,5.75
1849,1887,Maruti Ritz VXi,Maruti,Mumbai,2012,29000,Petrol,Manual,First,18.5,1197,85.8,5,3.25
1850,1888,Volkswagen Ameo 1.5,Volkswagen,Coimbatore,2017,22440,Diesel,Automatic,First,22,1498,108.495,5,8.89
1851,1889,Honda City i,Honda,Mumbai,2015,73070,Petrol,Manual,First,17.4,1497,117.3,5,5.9
1852,1890,Honda Jazz 1.2,Honda,Kolkata,2016,21771,Petrol,Manual,First,18.7,1199,88.7,5,4.95
1853,1891,Maruti Swift Ldi,Maruti,Delhi,2014,62000,Diesel,Manual,First,17.8,1248,75,5,3.75
1854,1892,Hyundai Creta 1.6,Hyundai,Kochi,2017,37024,Diesel,Automatic,First,17.01,1582,126.2,5,10.97
1855,1893,Audi A7 2011-2015,Audi,Kochi,2014,60336,Diesel,Automatic,Second,14.4,2967,241.4,5,24.94
1856,1894,Hyundai EON D,Hyundai,Kolkata,2014,26008,Petrol,Manual,First,21.1,814,55.2,5,1.97
1857,1895,Ford Figo Diesel,Ford,Jaipur,2010,90000,Diesel,Manual,Second,20,1399,68,5,1.4
1858,1896,Volkswagen Ameo 1.2,Volkswagen,Coimbatore,2018,35569,Petrol,Manual,First,17,1198,73.75,5,7.27
1859,1897,Renault Scala Diesel,Renault,Kolkata,2013,40000,Diesel,Manual,First,21.64,1461,84.8,5,4
1860,1898,Honda Jazz 1.2,Honda,Kolkata,2015,45000,Petrol,Manual,First,18.7,1199,88.7,5,4.75
1861,1899,Hyundai i20 1.2,Hyundai,Delhi,2015,42000,Petrol,Manual,First,17,1197,80,5,5.1
1862,1900,Audi A4 3.0,Audi,Coimbatore,2012,46913,Diesel,Automatic,First,14.94,2967,241.4,5,16.11
1863,1901,Mahindra Ssangyong Rexton,Mahindra,Delhi,2014,62000,Diesel,Automatic,First,11.18,2696,184,7,10.55
1864,1902,Toyota Fortuner 2.8,Toyota,Ahmedabad,2017,15000,Diesel,Automatic,First,12.9,2755,174.5,7,30
1865,1903,Skoda Octavia Classic,Skoda,Kolkata,2002,69000,Diesel,Manual,First,18.7,1896,66,5,1.6
1866,1904,Mercedes-Benz New C-Class,Mercedes-Benz,Hyderabad,2012,41367,Diesel,Automatic,First,15.8,2148,170,5,18.49
1867,1905,Maruti Ciaz 1.4,Maruti,Kochi,2018,15982,Petrol,Manual,First,20.73,1373,91.1,5,9.96
1868,1906,Maruti Swift ZDi,Maruti,Hyderabad,2013,99595,Diesel,Manual,Second,22.9,1248,74,5,4.75
1869,1907,Toyota Qualis FS,Toyota,Bangalore,2002,63000,Diesel,Manual,Third,13.1,2446,75,10,3.65
1870,1908,BMW 5 Series,BMW,Delhi,2012,49000,Diesel,Automatic,Second,16.73,2495,218,5,15.5
1871,1909,Mitsubishi Pajero 2.8,Mitsubishi,Kochi,2013,48272,Diesel,Manual,First,10.5,2835,116.9,6,11.82
1872,1910,Toyota Corolla H2,Toyota,Delhi,2008,63000,Petrol,Manual,First,13.4,1794,125,5,2.05
1873,1911,Maruti Wagon R,Maruti,Ahmedabad,2016,77000,CNG,Manual,First,26.6,998,58.16,5,3.3
1874,1912,Maruti Omni E,Maruti,Mumbai,2013,11734,Petrol,Manual,First,16.8,796,34.2,8,2.25
1875,1913,Audi A6 2011-2015,Audi,Kochi,2014,62012,Diesel,Automatic,First,17.68,1968,174.33,5,20.12
1876,1914,Hyundai Xcent 1.2,Hyundai,Chennai,2017,46000,CNG,Manual,First,25,1197,81.86,5,4.95
1877,1915,Honda Jazz 1.5,Honda,Coimbatore,2016,45449,Diesel,Manual,First,27.3,1498,98.6,5,7.48
1878,1916,Mercedes-Benz E-Class 200,Mercedes-Benz,Mumbai,2004,85000,Petrol,Automatic,Second,10.5,1796,157.7,5,5.5
1879,1917,Honda City 1.5,Honda,Jaipur,2005,88000,Petrol,Manual,Second,13,1493,100,5,1.7
1880,1918,Audi A4 2.0,Audi,Kochi,2013,45330,Diesel,Automatic,First,16.55,1968,147.51,5,13.19
1881,1919,Maruti Swift Dzire,Maruti,Mumbai,2012,88000,Petrol,Manual,First,19.1,1197,85.8,5,3.85
1882,1920,Maruti Dzire VDI,Maruti,Delhi,2016,45376,Diesel,Manual,First,28.4,1248,73.75,5,5.75
1883,1921,Mahindra XUV500 W8,Mahindra,Pune,2014,81000,Diesel,Manual,First,15.1,2179,140,7,9
1884,1922,Chevrolet Beat LT,Chevrolet,Kochi,2012,83381,Petrol,Manual,First,18.6,1199,79.4,5,2.21
1885,1923,Ford EcoSport 1.5,Ford,Kochi,2017,78526,Diesel,Manual,First,23,1498,98.96,5,8.09
1886,1924,BMW 5 Series,BMW,Coimbatore,2017,27313,Diesel,Automatic,First,14.69,2993,258,5,48.63
1887,1925,Audi Q5 30,Audi,Coimbatore,2015,42747,Diesel,Automatic,Second,14.16,1968,174.3,5,39.47
1888,1926,BMW X1 sDrive,BMW,Coimbatore,2015,42265,Diesel,Automatic,Second,20.68,1995,190,5,22.24
1889,1927,Hyundai i10 Magna,Hyundai,Mumbai,2009,21000,Petrol,Automatic,First,19.2,1197,80,5,2.6
1890,1928,Hyundai Creta 1.6,Hyundai,Ahmedabad,2016,55100,Diesel,Automatic,First,17.01,1582,126.2,5,12
1891,1929,Audi A4 2.0,Audi,Chennai,2014,70000,Diesel,Automatic,First,17.11,1968,174.33,5,18
1892,1930,Mercedes-Benz S Class,Mercedes-Benz,Mumbai,2007,55000,Petrol,Automatic,Third,10.13,3498,364.9,5,9.99
1893,1931,Hyundai i10 Magna,Hyundai,Kolkata,2012,58235,Petrol,Manual,First,20.36,1197,78.9,5,2.45
1894,1932,Ford EcoSport 1.5,Ford,Mumbai,2017,26000,Diesel,Manual,First,23,1498,98.96,5,8.99
1895,1933,Volkswagen Vento Diesel,Volkswagen,Kolkata,2011,35000,Diesel,Manual,First,20.54,1598,103.6,5,3.15
1896,1934,Maruti Dzire ZDI,Maruti,Jaipur,2017,24000,Diesel,Manual,First,28.4,1248,73.75,5,8.2
1897,1935,Mahindra Scorpio 1.99,Mahindra,Ahmedabad,2016,98000,Diesel,Manual,First,15.4,1997,120,7,11.5
1898,1936,Hyundai i20 Asta,Hyundai,Coimbatore,2016,44487,Diesel,Manual,First,22.54,1396,88.73,5,7.3
1899,1937,Maruti Alto LXi,Maruti,Chennai,2008,65000,Petrol,Manual,First,19.7,796,46.3,5,1.59
1900,1938,Hyundai i10 Magna,Hyundai,Delhi,2015,34951,Petrol,Manual,Second,20.36,1197,78.9,5,3.15
1901,1939,Mahindra Scorpio S6,Mahindra,Kolkata,2015,52373,Diesel,Manual,Second,15.4,2179,120,7,8.5
1902,1940,Skoda Fabia 1.2L,Skoda,Hyderabad,2010,66285,Diesel,Manual,First,19.5,1199,75,5,3
1903,1941,BMW X5 xDrive,BMW,Mumbai,2012,66000,Diesel,Automatic,First,15.3,2993,258,5,21
1904,1942,Honda Jazz 1.5,Honda,Hyderabad,2016,43000,Diesel,Manual,First,27.3,1498,98.6,5,7.75
1905,1943,Mercedes-Benz E-Class 2009-2013,Mercedes-Benz,Mumbai,2013,45200,Diesel,Automatic,First,10,2148,170,5,23
1906,1944,Mahindra XUV500 AT,Mahindra,Mumbai,2016,41000,Diesel,Automatic,First,16,2179,140,7,13.75
1907,1945,Honda City i,Honda,Kochi,2017,39430,Petrol,Automatic,First,18,1497,117.3,5,8.29
1908,1946,Maruti Swift VDI,Maruti,Coimbatore,2014,83274,Diesel,Manual,First,22.9,1248,74,5,5.79
1909,1947,Mercedes-Benz New C-Class,Mercedes-Benz,Coimbatore,2017,32324,Diesel,Automatic,First,14.84,2143,170,5,30.5
1910,1948,Honda City 1.5,Honda,Mumbai,2011,49999,Petrol,Manual,First,17,1497,118,5,3.8
1911,1949,Tata Sumo EX,Tata,Bangalore,2014,66000,Diesel,Manual,First,15.3,2956,83.8,7,4.45
1912,1950,Hyundai i20 Magna,Hyundai,Delhi,2012,54000,Petrol,Manual,First,18.5,1197,82.85,5,3.3
1913,1951,Fiat Linea 1.3,Fiat,Jaipur,2009,80000,Diesel,Manual,Second,20.4,1248,91.2,5,1.75
1914,1952,Honda Civic 2006-2010,Honda,Bangalore,2011,72000,Petrol,Automatic,Second,12.9,1799,130,5,5.5
1915,1953,Hyundai Creta 1.6,Hyundai,Pune,2017,44865,Diesel,Manual,First,19.67,1582,126.2,5,13.35
1916,1954,Audi A3 35,Audi,Delhi,2017,22000,Diesel,Automatic,Second,20.38,1968,143,5,22.5
1917,1955,Hyundai Verna VTVT,Hyundai,Delhi,2013,57478,Petrol,Manual,Second,17,1591,121.3,5,5.25
1918,1956,Hyundai i20 1.4,Hyundai,Hyderabad,2011,75000,Diesel,Manual,First,21.9,1396,90,5,3.75
1919,1957,Honda Mobilio S,Honda,Kochi,2015,50624,Diesel,Manual,First,24.2,1498,98.6,7,6.32
1920,1958,Hyundai Verna 1.6,Hyundai,Bangalore,2018,75000,Diesel,Automatic,First,22.32,1582,126.32,5,7.75
1921,1959,Ford Fiesta 1.6,Ford,Chennai,2006,87000,Petrol,Manual,Second,15.3,1596,101,5,1.37
1922,1960,Hyundai i10 Sportz,Hyundai,Mumbai,2010,62000,Petrol,Manual,First,20.36,1197,78.9,5,2.1
1923,1961,Maruti Vitara Brezza,Maruti,Hyderabad,2016,41372,Diesel,Manual,First,24.3,1248,88.5,5,9.3
1924,1962,Toyota Innova 2.5,Toyota,Ahmedabad,2015,70000,Diesel,Manual,First,12.99,2494,100.6,7,12
1925,1963,Mercedes-Benz GLA Class,Mercedes-Benz,Pune,2017,35000,Diesel,Automatic,First,17.9,2143,136,5,23.5
1926,1964,Maruti Alto LXi,Maruti,Hyderabad,2006,71993,Petrol,Manual,First,19.7,796,46.3,5,1.8
1927,1965,Mercedes-Benz New C-Class,Mercedes-Benz,Chennai,2013,62000,Diesel,Automatic,Second,14.84,2143,170,5,12.5
1928,1966,Maruti Swift LDI,Maruti,Delhi,2015,51000,Diesel,Manual,First,22.9,1248,74,5,4.74
1929,1967,Hyundai Grand i10,Hyundai,Kochi,2016,26038,Petrol,Manual,First,18.9,1197,82,5,5.43
1930,1968,Toyota Fortuner 4x4,Toyota,Kochi,2018,37713,Diesel,Automatic,Second,12.55,2982,168.5,7,31.62
1931,1969,Toyota Innova 2.0,Toyota,Kolkata,2011,78088,Petrol,Manual,First,12.4,1998,132,8,6.3
1932,1970,Ford EcoSport 1.5,Ford,Kochi,2017,30453,Diesel,Manual,First,22.77,1498,98.59,5,8.45
1933,1971,Ford Figo 1.2P,Ford,Pune,2016,54000,Petrol,Manual,First,18.16,1196,86.8,5,5
1934,1972,Toyota Fortuner 3.0,Toyota,Chennai,2011,190000,Diesel,Manual,First,11.5,2982,171,7,13
1935,1973,Maruti Swift Dzire,Maruti,Hyderabad,2012,65097,Petrol,Manual,First,19.1,1197,85.8,5,4.7
1936,1974,BMW 7 Series,BMW,Coimbatore,2018,28060,Petrol,Automatic,First,12.05,2979,320,5,93.67
1937,1975,Skoda Superb 1.8,Skoda,Pune,2012,282000,Petrol,Manual,First,13.14,1798,160,5,3.3
1938,1976,Maruti Wagon R,Maruti,Jaipur,2009,111000,Petrol,Manual,Second,18.9,1061,67,5,1.51
1939,1977,Renault Duster 110PS,Renault,Kochi,2013,63295,Diesel,Manual,First,19.01,1461,108.45,5,6.09
1940,1978,Maruti Ciaz VXi,Maruti,Mumbai,2015,35770,Petrol,Manual,First,20.73,1373,91.1,5,5.95
1941,1979,Hyundai Elantra CRDi,Hyundai,Hyderabad,2012,125928,Diesel,Manual,First,22.7,1582,126.24,5,9
1942,1980,Skoda Rapid 1.5,Skoda,Kolkata,2015,45000,Diesel,Automatic,First,21.66,1498,103.52,5,4.25
1943,1981,Mercedes-Benz New C-Class,Mercedes-Benz,Hyderabad,2013,21000,Diesel,Automatic,First,14.84,2143,170,5,23.5
1944,1982,Honda Accord 2.4,Honda,Mumbai,2011,54774,Petrol,Automatic,First,11.7,2354,177.6,5,6.35
1945,1983,Maruti Celerio VXI,Maruti,Chennai,2014,41123,Petrol,Manual,First,23.1,998,67.04,5,3.4
1946,1984,BMW 7 Series,BMW,Bangalore,2017,17465,Petrol,Automatic,First,12.05,2979,320,5,93
1947,1985,BMW 3 Series,BMW,Chennai,2014,48000,Diesel,Automatic,First,22.69,1995,190,5,21.6
1948,1986,Volkswagen Vento Diesel,Volkswagen,Chennai,2011,173000,Diesel,Manual,First,20.54,1598,103.6,5,4
1949,1987,Maruti Swift Dzire,Maruti,Pune,2018,12000,Diesel,Manual,First,23.4,1248,74,5,5.5
1950,1988,Land Rover Freelander,Land,Mumbai,2012,34000,Diesel,Automatic,First,12.39,2179,147.51,5,19.25
1951,1989,Hyundai i20 1.4,Hyundai,Hyderabad,2012,71360,Diesel,Manual,First,21.9,1396,90,5,3.95
1952,1990,Maruti Dzire VDI,Maruti,Mumbai,2012,74000,Diesel,Manual,Second,28.4,1248,73.75,5,4.25
1953,1991,Jeep Compass 2.0,Jeep,Kochi,2018,28937,Diesel,Manual,First,17.1,1956,170,5,17.02
1954,1992,Maruti Ertiga VDI,Maruti,Hyderabad,2012,82085,Diesel,Manual,First,20.77,1248,88.76,7,6.5
1955,1993,Ford Figo Petrol,Ford,Bangalore,2011,68465,Petrol,Manual,First,15.6,1196,70,5,2.95
1956,1994,Toyota Corolla Altis,Toyota,Coimbatore,2013,63854,Diesel,Manual,First,21.43,1364,86.79,5,7.12
1957,1995,Maruti Vitara Brezza,Maruti,Chennai,2018,3000,Diesel,Automatic,First,24.3,1248,88.5,5,11.25
1958,1996,Honda City 1.5,Honda,Delhi,2009,65055,Petrol,Manual,First,17,1497,118,5,2.75
1959,1997,Mahindra Scorpio S10,Mahindra,Hyderabad,2015,120000,Diesel,Manual,First,15.4,2179,120,7,12
1960,1998,Hyundai Xcent 1.2,Hyundai,Mumbai,2014,64241,Petrol,Manual,First,20.14,1197,81.86,5,3.67
1961,2000,Mahindra Renault Logan,Mahindra,Pune,2008,2200,Petrol,Manual,First,15.7,1390,75,5,2.3
1962,2001,Skoda Octavia 1.9,Skoda,Pune,2008,88123,Diesel,Manual,First,18.7,1896,66,5,2.2
1963,2002,Mercedes-Benz GL-Class 2007,Mercedes-Benz,Pune,2014,79000,Diesel,Automatic,First,12,2987,224,7,41
1964,2003,BMW X1 sDrive,BMW,Bangalore,2016,28143,Diesel,Automatic,First,20.68,1995,190,5,28.5
1965,2004,Volkswagen Vento 2013-2015,Volkswagen,Mumbai,2015,23001,Petrol,Manual,First,15.04,1598,103.2,5,5.49
1966,2005,Audi A4 2.0,Audi,Ahmedabad,2013,82002,Diesel,Automatic,Second,16.55,1968,147.51,5,17.5
1967,2006,Ford Ikon 1.4,Ford,Bangalore,2009,75000,Diesel,Manual,First,13.8,1399,68,5,1.99
1968,2007,Hyundai Verna 1.6,Hyundai,Kochi,2016,37451,Diesel,Manual,First,22.32,1582,126.3,5,6.64
1969,2008,Toyota Innova Crysta,Toyota,Hyderabad,2017,67000,Diesel,Manual,First,13.68,2393,147.8,7,16.5
1970,2009,Hyundai Grand i10,Hyundai,Pune,2016,25000,Petrol,Manual,First,18.9,1197,82,5,5
1971,2010,Volkswagen Ameo 1.2,Volkswagen,Mumbai,2017,12000,Petrol,Manual,First,17,1198,73.75,5,5.4
1972,2011,Renault KWID RXT,Renault,Kolkata,2017,25000,Petrol,Manual,First,25.17,799,53.3,5,2.99
1973,2012,Honda City 1.5,Honda,Jaipur,2011,95936,Petrol,Manual,First,17,1497,118,5,4.1
1974,2013,Hyundai Grand i10,Hyundai,Kochi,2018,5354,Petrol,Automatic,First,18.9,1197,81.86,5,6.76
1975,2014,Volkswagen Polo 1.0,Volkswagen,Chennai,2016,42000,Petrol,Manual,Second,18.78,999,75,5,5.5
1976,2015,Maruti Swift VDI,Maruti,Coimbatore,2014,44282,Diesel,Manual,First,25.2,1248,74,5,5.99
1977,2016,Nissan Sunny 2011-2014,Nissan,Delhi,2012,70000,Diesel,Manual,First,21.64,1461,84.8,5,2.59
1978,2017,Jaguar XF 2.2,Jaguar,Mumbai,2013,31400,Diesel,Automatic,First,16.36,2179,187.7,5,26.75
1979,2018,Maruti Ciaz ZDi,Maruti,Pune,2016,50000,Diesel,Manual,First,28.09,1248,88.5,5,8.5
1980,2019,Audi Q5 2008-2012,Audi,Bangalore,2011,53000,Diesel,Automatic,First,12.8,1968,167.6,5,23
1981,2020,Ford Figo Petrol,Ford,Pune,2014,21727,Petrol,Manual,First,15.6,1196,70.02,5,3.35
1982,2021,Hyundai Santa Fe,Hyundai,Bangalore,2012,43000,Diesel,Automatic,Second,11.72,2199,194.3,7,10.75
1983,2022,Mahindra Scorpio VLX,Mahindra,Kolkata,2013,75000,Diesel,Manual,First,12.05,2179,120,8,6.29
1984,2023,Renault Duster 110PS,Renault,Bangalore,2014,73557,Diesel,Manual,First,19.6,1461,108.45,5,7.75
1985,2024,Audi A4 New,Audi,Delhi,2012,44555,Diesel,Automatic,First,15.2,1968,140.8,5,13.5
1986,2025,Maruti Eeco 7,Maruti,Coimbatore,2013,54885,Petrol,Manual,First,15.1,1196,73,7,3.75
1987,2026,Mahindra Xylo E4,Mahindra,Mumbai,2011,76000,Diesel,Manual,Second,14,2498,112,7,3.75
1988,2027,Maruti Wagon R,Maruti,Jaipur,2006,101000,Petrol,Manual,Second,18.9,998,67.1,5,1.5
1989,2028,Maruti Wagon R,Maruti,Chennai,2005,66000,Petrol,Manual,First,14,1061,64,5,1.45
1990,2029,Maruti SX4 ZXI,Maruti,Coimbatore,2013,84360,Petrol,Manual,First,15.5,1586,103.3,5,4.12
1991,2030,Toyota Innova Crysta,Toyota,Mumbai,2016,25121,Diesel,Manual,First,13.68,2393,147.8,7,17.11
1992,2031,Toyota Innova 2.5,Toyota,Pune,2015,100000,Diesel,Manual,Second,12.99,2494,100.6,7,10.25
1993,2032,Volkswagen Polo Diesel,Volkswagen,Kolkata,2011,66035,Diesel,Manual,First,22.07,1199,73.9,5,2.49
